uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Résultat net comptable hors SIE;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Subventions de la région;Subventions Union Européenne;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0333178A;2017;12405.0;;;;;-1081342.0;10.2975561244921;217035.0;1890600.0;89.7023964289849;;;;266963.0;12.6664661260294;;;253.50218978;1331309.0;;1839232.0;211990.0;2107636.0;87.2651634342932;211990.0;217550.0;;;;2412651.0;459.40672802;;;B;communauté d'universités et établissements;;communauté d'universités et établissements;0333178A;Communauté d'universités et établissements d'Aquitaine;33063;Bordeaux;A04;Bordeaux;R75;Nouvelle-Aquitaine
0341920C;2017;13559382.0;;;;;518113.0;-0.0932387048384535;-48402.0;51960320.0;100.093238704838;;;;763025.0;1.4698455179406;;;94.122515027;13585100.0;;28506799.0;;51911918.0;54.9137849231462;;-13546996.0;;;;13066987.0;90.532839675;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0341920C;ABES - Agence bibliographique de l'enseignement supérieur;;;;;;
0350077U;2017;365208.0;;;;;10338.0;6.08136269291385;525134.0;8110003.0;93.9186373070861;;;;6482630.0;75.0726942722507;;;88.078251019;1984208.0;;1737791.0;467626.0;8635137.0;20.1246488619694;467626.0;416271.0;;;;1973870.0;87.619351066;;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350077U;École nationale supérieure de chimie de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0350097R;2017;2417218.0;;;;;-2528741.0;6.15612472870321;2385016.0;36357147.0;93.8438701089627;;;;29040514.0;74.9584180440097;;;53.294053023;5382277.0;;9103060.0;667938.0;38742165.0;23.4965185864032;667938.0;731657.0;;;;7911018.0;78.333057322;;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0350936C;2017;15575797.0;;;;;-10545780.0;-0.286656780121558;-720047.0;251907896.0;100.286656780122;;;;210765997.0;83.9077199948474;;;20.064350504;14039912.0;;46729005.0;;251187849.0;18.9491156477079;;-3433520.0;;;;24585692.0;35.135258801;;2010;B;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0350936C;Université de Rennes 1;35238;Rennes;A14;Rennes;R53;Bretagne
0352317D;2017;201270.0;;;;;-347369.0;12.1354706620053;452193.0;3274015.0;87.8645025010674;;;;1520872.0;40.8155312812566;;;204.5547134;1860320.0;;2535214.0;329046.0;3726209.0;68.0373537823563;329046.0;783327.0;;;;2207689.0;242.75027451;;;B;institut d'études politiques;GR20;instituts d'études politiques;0352317D;Institut d'études politiques de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0421095M;2017;8462334.0;;;;;-5138583.0;4.64882958573205;5905018.0;121116586.0;95.3511688397327;;;;103356403.0;81.3691514812055;;;50.122519801;16862968.0;;22168947.0;2344479.0;127021606.0;17.4528945886576;2344479.0;2871971.0;;;;22001551.0;65.396149459;;2009;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0421095M;Université Jean Monnet;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0596870X;2017;2048286.0;;;;;-600402.0;4.66015970138078;1509832.0;30888885.0;95.3398372120773;;;;23542191.0;72.6639584936663;;;116.50717467;9996602.0;;3275236.0;695828.0;32398718.0;10.1091530843906;695828.0;1012110.0;;;;10597004.0;123.50466648;;;E;communauté d'universités et établissements;;communauté d'universités et établissements;0596870X;Université Lille Nord de France;59009;Villeneuve-d'Ascq;A09;Lille;R32;Hauts-de-France
0632033T;2017;3535061.0;;;;;-1628185.0;10.2399629803899;1710551.0;14993968.0;89.7591929437654;;;;12456234.0;74.5674201091193;;;101.76912476;4238675.0;;3804361.0;874328.0;16704660.0;22.7742498201101;874328.0;-2429980.0;;;;5866860.0;140.86128502;;2016;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;SIGMA Clermont;63014;Aubière;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes
0690187D;2017;5482396.0;;;;;-3949212.0;5.59551954298598;1946133.0;32834069.0;94.404480457014;;;;25787854.0;74.1452105424805;;;48.107374081;4387669.0;;9266088.0;458515.0;34780202.0;26.6418464159581;458515.0;4200107.0;;;;8336881.0;91.407408567;;2013;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0690187D;École centrale de Lyon;69081;Écully;A10;Lyon;R84;Auvergne-Rhône-Alpes
0694123G;2017;8881824.0;;;;;-9152132.0;5.31247240070504;6453688.0;115028129.0;94.687527599295;;;;94300097.0;77.6248654562024;;;52.242019863;16692505.0;;14625822.0;3023040.0;121481817.0;12.1123468214177;3023040.0;2485334.0;;;;25844637.0;80.885166097;;2010;A;école normale supérieure;GR30;écoles normales supérieures;0694123G;École normale supérieure de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0751722P;2017;18187008.0;;;;;-18454000.0;3.33072782808604;15620918.0;453373212.0;96.669272171914;;;;361384318.0;77.0551900084549;;;20.405560177;25698151.0;;113236166.0;4973409.0;468994130.0;24.1444740470419;4973409.0;;;;;44152151.0;35.058918214;;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0755890V;Université PARIS 6 - PIERRE ET MARIE CURIE;;;;;;
0753478Y;2017;367869.0;;;;;-265081.0;16.2288272294633;534228.0;2757618.0;83.7711727705367;;;;951793.0;28.9136551345355;;;319.02702985;2443763.0;;431207.0;807685.0;3291846.0;13.0992458334928;807685.0;317743.0;;;;2708844.0;353.63267864;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France
0753496T;2017;2712618.0;;;;;-3916935.0;12.4609274185778;1648843.0;11583262.0;87.5390725814222;;;;5453598.0;41.2148936242571;;;174.74871241;5622667.0;;6438584.0;1051708.0;13232105.0;48.6588037201942;1051708.0;-410829.0;;;;9539602.0;296.48442036;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753496T;Observatoire de Paris;75114;Paris 14e;A01;Paris;R11;Île-de-France
0755449R;2017;7336027.0;;;;;4991470.0;14.4061484391451;7864333.0;46725783.0;85.5938533926884;;;;44504748.0;81.5252871330277;;;226.96968995;29459268.0;;10085367.0;3554512.0;54590115.0;18.4747128669723;3554512.0;-380754.0;;;;24467798.0;188.51278062;;;;;;;0755449R;Musée du quai Branly;75007;Paris 7e;A01;Paris;R11;Île-de-France
0755698L;2017;16334.0;;;;;-177228.0;12.5640255636999;148525.0;1033620.0;87.4359744363001;;;;0.0;0.0;;;121.4185871;348613.0;;182288.0;143687.0;1182145.0;15.4201049786617;143687.0;182658.0;;;;525841.0;183.14541127;;;E;communauté d'universités et établissements;;communauté d'universités et établissements;0755698L;Université Paris Lumières;75104;Paris 4e;A01;Paris;R11;Île-de-France
0772502B;2017;5754776.0;;;;;-8479700.0;5.76865287568715;4865366.0;83553411.0;99.0656457579184;;;;71974355.0;85.3368626217386;;;71.944766923;16697863.0;;7052320.0;2230499.0;84341459.0;8.36162912477006;2230499.0;1168374.0;;;;25177563.0;108.48058232;;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0772502B;Université Paris-Est Marne-la-Vallée;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France
0911975C;2017;4104813.0;;;;;-1306734.0;6.41967358739872;5436876.0;79253972.0;93.5803264126013;;;;65822291.0;77.7206658740741;;;101.67406272;22383537.0;;16056747.0;4420792.0;84690848.0;18.9592469306719;4420792.0;3489810.0;;;;23690271.0;107.60971778;;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0911975C;Université d'Évry-Val d'Essonne;91228;Évry;A25;Versailles;R11;Île-de-France
0912266U;2017;1684582.0;;;;;-724016.0;15.0853642559791;1062806.0;5982473.0;84.9146357440209;;;;4131741.0;58.6455270259702;;;99.871581535;1659664.0;;1443284.0;836214.0;7045279.0;20.485831717949;836214.0;736463.0;;;;2383680.0;143.4398116;;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
0940607Z;2017;32499961.0;;;;;-84742751.0;8.24257245673451;6808389.0;76056821.0;92.0781491658873;;;;67718195.0;81.9829961135852;;;129.04608253;27263430.0;;8872151.0;4759386.0;82600293.0;10.7410648046975;4759386.0;92351766.0;;;;112006181.0;530.15922346;;2011;E;école normale supérieure;GR30;écoles normales supérieures;0940607Z;École normale supérieure de Cachan;94016;Cachan;A24;Créteil;R11;Île-de-France
3010001R;2017;205362.0;;;;;-289114.0;17.3520288128662;1043403.0;4969744.0;82.6479711871338;;;;3430491.0;57.0498442828689;;;128.2398369;1770331.0;;778039.0;907980.0;6013147.0;12.9389652373375;907980.0;944419.0;;;;2059445.0;149.18277481;;;C;école française à l'étranger;GR40;écoles françaises à l'étranger;3010001R;Institut français d'archéologie orientale du Caire;;Le Caire;A99;Étranger;R99;Étranger
0060931E;2018;13079733.0;2532552.0;453707.0;5641542.0;11852482.0;-15675562.0;6.03305582085244;13516104.0;210518023.0;93.966943732787;;;776745.0;179031349.0;79.9125341296215;7143102.0;;28.3996393030919;16607322.0;7612705.0;45915556.0;7796405.0;224034128.0;15.1550477166586;7796405.0;9366498.0;3195198.0;4261547.0;1198619.0;32282884.0;55.2059062420513;1247357.0;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0060931E;Université Nice - Sophia-Antipolis;6088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0171463Y;2018;3094460.0;484687.0;503730.0;1419644.0;4929959.0;-1628776.0;2.88382587624356;2117504.0;71309398.0;97.1161741237564;;;527788.0;59373828.0;80.8611372436767;975756.0;;31.5179606480481;6243130.0;673207.0;13447535.0;908005.0;73426902.0;18.4809009101324;908005.0;-1979072.0;957479.0;2826856.0;106429.0;7871906.0;39.7407107545628;42000.0;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0171463Y;Université de La Rochelle;17300;La Rochelle;A13;Poitiers;R75;Nouvelle-Aquitaine
0290346U;2018;7817010.0;1115027.0;4908236.0;3288668.0;9572825.0;-7355767.0;2.10542265348833;3830926.0;178124274.0;97.8945773465117;;;1082093.0;152248197.0;83.6734520365453;3051740.0;;13.9034153200254;6879266.0;7667218.0;37427431.0;221675.0;181955200.0;18.17167522555;221675.0;2191587.0;2310649.0;2419932.0;1235170.0;14235033.0;28.769868165189;775873.0;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0310133B;2018;23005.0;2484.0;22567.0;411008.0;282391.0;-1338273.0;13.3718096833038;584157.0;3784414.0;86.6281903166962;;;16300.0;2146169.0;49.1274835638473;20508.0;;443.176396662733;4658786.0;1498730.0;2506998.0;522571.0;4368571.0;58.1691587477919;522571.0;625582.0;54000.0;149852.0;49158.0;5997059.0;570.482309810713;0.0;;A;institut d'études politiques;GR20;instituts d'études politiques;0310133B;Institut d'études politiques de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0312758E;2018;3892131.0;2115310.0;2264718.0;11342791.0;614950.0;-24141332.0;-111.292495274605;-18812160.0;35715510.0;211.292495274605;;;25796.0;3628480.0;21.4660407552349;;;276.045045975824;27386360.0;90005.0;17428195.0;130700.0;16903350.0;90.6319575705407;-24246236.0;-19311587.0;957525.0;17100.0;;51527692.0;519.381330967974;;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0312758E;Université fédérale de Toulouse Midi-Pyrénées;31555;Toulouse;A16;Toulouse;R76;Occitanie
0341920C;2018;4767698.0;440979.0;;16853753.0;;336404.0;0.744332759795049;387144.0;51724885.0;99.4475606031129;;;;726564.0;1.39691016078702;;;64.7409570847765;9301996.0;;17294732.0;287336.0;52012221.0;32.9738024453907;287336.0;4113724.0;;;;8965592.0;62.399619061502;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0341920C;ABES - Agence bibliographique de l'enseignement supérieur;;;;;;
0350077U;2018;1453111.0;183885.0;23304.0;274903.0;221538.0;23637.0;4.94270924773057;421173.0;8099923.0;95.0572907522694;;;524246.0;6574087.0;77.1507209870655;285421.0;;56.9597414691473;1281582.0;158763.0;1880393.0;344152.0;8521096.0;18.2195224651852;344152.0;-707010.0;135319.0;0.0;49496.0;1257945.0;55.9091981491676;23518.0;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350077U;École nationale supérieure de chimie de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0350936C;2018;14033928.0;4808824.0;1274662.0;6597686.0;18154504.0;-17140989.0;2.28926488314909;5852296.0;249788544.0;97.7107347256771;;;4900.0;212067453.0;82.9552321023697;5404380.0;;20.845417154119;14463740.0;8961401.0;65137996.0;590239.0;255640841.0;19.067565186112;537505.0;7154792.0;4483495.0;6305548.0;4475172.0;31604729.0;45.5493364819805;4667424.0;2010;B;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0350936C;Université de Rennes 1;35238;Rennes;A14;Rennes;R53;Bretagne
0450855K;2018;5223897.0;1087822.0;1027893.0;5717231.0;3780263.0;-15544671.0;5.68921029270744;9316159.0;154435197.0;94.3107897072926;;;150854.0;131442942.0;80.2698342235407;2579530.0;;19.3507043604833;8301194.0;2246489.0;24896503.0;6024253.0;163751356.0;15.1622231451934;6024253.0;4720038.0;5055158.0;825140.0;1341179.0;23845865.0;55.5864956095468;1084944.0;2011;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0450855K;Université d'Orléans;45234;Orléans;A18;Orléans-Tours;R24;Centre-Val de Loire
0542493S;2018;91586162.0;7858277.0;16538465.0;21156740.0;26936859.0;63916698.0;2.81636010077849;16091489.0;555218489.0;97.1752955636436;;;1348716.0;465950487.0;81.5514562092486;10900356.0;;99.4742871395985;153416565.0;9179164.0;123149815.0;4726716.0;571357654.0;15.3497467629969;4726716.0;1235236.0;13994918.0;6728327.0;4243045.0;89499867.0;58.0311224470048;4264948.0;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0542493S;Université de Lorraine;54395;Nancy;A12;Nancy-Metz;R44;Grand Est
0590311T;2018;479355.0;220938.0;0.0;1388950.0;0.0;582705.0;33.0671194227987;1053654.0;2132755.0;66.9328491939204;;;281916.0;670687.0;21.048358497494;116524.0;;449.04769652398;2660302.0;16503.0;2236093.0;342470.0;3186410.0;78.1866112647148;342470.0;392281.0;145336.0;0.0;65926.0;2077597.0;350.689563498855;0.0;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590311T;École nationale supérieure de chimie de Lille;59009;Villeneuve-d'Ascq;A09;Lille;R32;Hauts-de-France
0595964M;2018;3136680.0;286986.0;0.0;2313802.0;1428441.0;-555331.0;1.62250624757434;1335484.0;80683460.0;98.0239508117761;;;236979.0;69789661.0;84.7888563162082;891025.0;;46.255566630385;10366831.0;1822858.0;11373868.0;56843.0;82309945.0;13.6891951513271;56843.0;257630.0;2780045.0;502192.0;1109545.0;10922162.0;48.7333874873487;1995.0;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0623957P;2018;6355560.0;188578.0;108584.0;823274.0;2823960.0;-4585622.0;6.31546897262001;6060424.0;89901159.0;93.68453102738;;;57157.0;75445893.0;78.6209341711255;1424708.0;;80.2362781552127;20037040.0;3234219.0;12048067.0;3144124.0;95961583.0;11.930871336293;3144124.0;824355.0;1770208.0;603119.0;303580.0;24622662.0;98.5989326344502;710680.0;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France
0632035V;2018;29145306.0;3250579.0;9213262.0;5816299.0;9134155.0;-18851709.0;4.14120167987528;11483330.0;265811304.0;95.858798680752;;;238448.0;221271579.0;79.7965602889977;7688117.0;;67.2421443747178;49649228.0;6266924.0;58758574.0;5065187.0;277294633.0;14.0689178070028;5065187.0;6709867.0;5837529.0;6005428.0;1572193.0;68500937.0;92.7738472702425;3735640.0;2010;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0632035V;Université Clermont Auvergne;63113;Clermont-Ferrand;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes
0670190T;2018;2811457.0;203514.0;49080.0;939997.0;190000.0;-2944563.0;8.84158605202112;2006361.0;20685958.0;91.1584095412016;;;131883.0;17531111.0;77.2557014884331;695318.0;;80.0022005265601;4597006.0;1018935.0;5903093.0;1329384.0;22692320.0;18.2862704210059;1329384.0;905101.0;2207328.0;37654.0;429384.0;7541569.0;131.246753957443;0.0;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0670190T;Institut national des sciences appliquées de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est
0690173N;2018;342884.0;0.0;0.0;144658.0;426590.0;-811290.0;9.21949164032894;403898.0;3977016.0;90.7805083596711;;;0.0;2163837.0;49.3923642417998;1800644.0;;163.423591959399;1805384.0;314305.0;3009143.0;171813.0;4380914.0;61.7656954690277;171813.0;420487.0;102622.0;185605.0;32719.0;2616674.0;236.861667139383;2000.0;;A;institut d'études politiques;GR20;instituts d'études politiques;0690173N;Institut d'études politiques de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692437Z;2018;4685356.0;245921.0;69667.0;3360986.0;4733191.0;-4700100.0;3.55630436672963;3992424.0;108270858.0;96.4436956332704;;;20892.0;92584632.0;82.4709828098559;3935787.0;;49.3418533729547;14839680.0;11171049.0;25404489.0;2518014.0;112263282.0;19.3887855514504;2518014.0;2322132.0;716465.0;41000.0;1012458.0;19539780.0;64.9696597028907;97073.0;2010;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0692437Z;Université Jean Moulin - Lyon 3;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692459Y;2018;584879.0;24560.0;0.0;180366.0;54748.0;161350.0;5.97327060521225;162263.0;2554222.0;94.0267293947878;;;0.0;995762.0;36.656267198236;16691.0;;226.591705811006;1607682.0;196996.0;622476.0;-214739.0;2716485.0;21.280073330057;-214739.0;-307334.0;47000.0;0.0;8276.0;1446332.0;203.850534526756;93839.0;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0750736T;2018;4879659.0;788515.0;;15865769.0;2670840.0;-4209723.0;10.2354334486589;11187374.0;113616960.0;103.94922282199;;;38041.0;76478727.0;69.9711049658884;506679.0;;80.1048111127071;25281292.0;24109570.0;48320679.0;4755564.0;109300442.0;46.2680068576484;4755564.0;5700141.0;11190.0;1238124.0;3091951.0;29491015.0;93.4434911830065;;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France
0751723R;2018;8351618.0;5329423.0;10132392.0;4410786.0;10008790.0;-28793216.0;4.21424182931193;12614473.0;286715122.0;95.7857581706881;;;76060.0;236848370.0;79.1262788432263;5799976.0;;62.0199120156627;49394574.0;3762191.0;47622218.0;7410954.0;299329595.0;11.9084866967464;7410954.0;13884101.0;744788.0;4018016.0;491451.0;78187790.0;98.1727235161318;2848345.0;2009;D;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0751723R;Université Paris Diderot;75113;Paris 13e;A01;Paris;R11;Île-de-France
0752744A;2018;;;;140891.0;5000.0;;;;;;;;;;;;;;;;145891.0;;;;;;;;;;;;;;;;;0752744A;Académie des sciences d'outre-mer;75016;Paris 16e;A01;Paris;R11;Île-de-France
0753237L;2018;;723370.0;;14507563.0;1071653.0;;;;;;;;527776.0;;;3713014.0;;;;8974122.0;35507069.0;;;;;;2197998.0;566692.0;2661491.0;;;563390.0;2015;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753237L;École nationale supérieure d'arts et métiers;75113;Paris 13e;A01;Paris;R11;Île-de-France
